Multisite,"Plugin Folder","Tracked Item Slug",Category,"Signal Type",Notes,"Source Multisites","Source Row Count","Plugin Activation","Matches Found",Confidence,Action,"Matched By","Sample URLs","Lookup Error"
pdc.utah.edu,uu-custom-post-feed,uu-custom-post-feed,"Standalone plugin","shortcode + classic_widget_id","Legacy plugin",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
pdc.utah.edu,uu-email-signature-form,uu-email-signature-form,"Standalone plugin","shortcode/content marker","Legacy plugin",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
pdc.utah.edu,uu-housing-rate-calculator,uu-housing-rate-calculator,"Standalone plugin","shortcode/content marker","Legacy plugin","Capitol Reef",1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
pdc.utah.edu,uu-informatics-course-search,uu-informatics-course-search,"Standalone plugin","shortcode/content marker","Legacy plugin",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
pdc.utah.edu,uu-law-directory,uu-law-directory,"Standalone plugin","shortcode/content marker","Legacy plugin",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
pdc.utah.edu,uu-marquee-widget,uu-marquee-widget-classic,"Standalone/classic widget",classic_widget_id,"Classic widget usage","Capitol Reef | Zion",2,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
pdc.utah.edu,uu-pathify-login,uu-pathify-login,"Standalone plugin",shortcode,"Legacy plugin",Bryce,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
pdc.utah.edu,uu-physics-directory,uu-physics-directory,"Standalone plugin","shortcode/content marker","Legacy plugin",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
pdc.utah.edu,uu-unity-forms,uu-unity-forms,"Standalone plugin","page template","Legacy plugin",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
pedsccm.org,utah-banner-widget,utah-banner-widget,"Standalone/classic widget",classic_widget_id,"Legacy classic widget",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
pedsccm.org,utah-columns,utah-columns,"Standalone/classic widget",classic_widget_id,"Legacy classic widget",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
pedsccm.org,utah-simple-link-list,utah-simple-link-list,"Standalone/classic widget",classic_widget_id,"Legacy classic widget","Capitol Reef",1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
pedsccm.org,uu-available-technologies,uu-available-technologies,"Standalone plugin","shortcode + page slug","Legacy plugin",Bryce,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
pedsccm.org,uu-biology-directory,uu-biology-directory,"Standalone plugin","shortcode/content marker","Legacy plugin",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
pedsccm.org,uu-custom-post-feed,uu-custom-post-feed,"Standalone plugin","shortcode + classic_widget_id","Legacy plugin",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
pedsccm.org,uu-email-signature-form,uu-email-signature-form,"Standalone plugin","shortcode/content marker","Legacy plugin",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
pedsccm.org,uu-housing-rate-calculator,uu-housing-rate-calculator,"Standalone plugin","shortcode/content marker","Legacy plugin","Capitol Reef",1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
pedsccm.org,uu-informatics-course-search,uu-informatics-course-search,"Standalone plugin","shortcode/content marker","Legacy plugin",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
pedsccm.org,uu-law-directory,uu-law-directory,"Standalone plugin","shortcode/content marker","Legacy plugin",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
pedsccm.org,uu-marquee-widget,uu-marquee-widget-classic,"Standalone/classic widget",classic_widget_id,"Classic widget usage","Capitol Reef | Zion",2,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
pedsccm.org,uu-pathify-login,uu-pathify-login,"Standalone plugin",shortcode,"Legacy plugin",Bryce,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
pedsccm.org,uu-physics-directory,uu-physics-directory,"Standalone plugin","shortcode/content marker","Legacy plugin",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
pedsccm.org,uu-unity-forms,uu-unity-forms,"Standalone plugin","page template","Legacy plugin",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
pmaps2026.utah.edu,utah-banner-widget,utah-banner-widget,"Standalone/classic widget",classic_widget_id,"Legacy classic widget",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
pmaps2026.utah.edu,utah-columns,utah-columns,"Standalone/classic widget",classic_widget_id,"Legacy classic widget",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
pmaps2026.utah.edu,utah-simple-link-list,utah-simple-link-list,"Standalone/classic widget",classic_widget_id,"Legacy classic widget","Capitol Reef",1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
pmaps2026.utah.edu,uu-available-technologies,uu-available-technologies,"Standalone plugin","shortcode + page slug","Legacy plugin",Bryce,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
pmaps2026.utah.edu,uu-biology-directory,uu-biology-directory,"Standalone plugin","shortcode/content marker","Legacy plugin",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
pmaps2026.utah.edu,uu-custom-post-feed,uu-custom-post-feed,"Standalone plugin","shortcode + classic_widget_id","Legacy plugin",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
pmaps2026.utah.edu,uu-email-signature-form,uu-email-signature-form,"Standalone plugin","shortcode/content marker","Legacy plugin",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
pmaps2026.utah.edu,uu-housing-rate-calculator,uu-housing-rate-calculator,"Standalone plugin","shortcode/content marker","Legacy plugin","Capitol Reef",1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
pmaps2026.utah.edu,uu-informatics-course-search,uu-informatics-course-search,"Standalone plugin","shortcode/content marker","Legacy plugin",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
pmaps2026.utah.edu,uu-law-directory,uu-law-directory,"Standalone plugin","shortcode/content marker","Legacy plugin",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
pmaps2026.utah.edu,uu-marquee-widget,uu-marquee-widget-classic,"Standalone/classic widget",classic_widget_id,"Classic widget usage","Capitol Reef | Zion",2,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
pmaps2026.utah.edu,uu-pathify-login,uu-pathify-login,"Standalone plugin",shortcode,"Legacy plugin",Bryce,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
pmaps2026.utah.edu,uu-physics-directory,uu-physics-directory,"Standalone plugin","shortcode/content marker","Legacy plugin",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
pmaps2026.utah.edu,uu-unity-forms,uu-unity-forms,"Standalone plugin","page template","Legacy plugin",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
preaward.research.utah.edu,utah-banner-widget,utah-banner-widget,"Standalone/classic widget",classic_widget_id,"Legacy classic widget",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
preaward.research.utah.edu,utah-columns,utah-columns,"Standalone/classic widget",classic_widget_id,"Legacy classic widget",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
preaward.research.utah.edu,utah-simple-link-list,utah-simple-link-list,"Standalone/classic widget",classic_widget_id,"Legacy classic widget","Capitol Reef",1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
preaward.research.utah.edu,uu-available-technologies,uu-available-technologies,"Standalone plugin","shortcode + page slug","Legacy plugin",Bryce,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
preaward.research.utah.edu,uu-biology-directory,uu-biology-directory,"Standalone plugin","shortcode/content marker","Legacy plugin",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
preaward.research.utah.edu,uu-custom-post-feed,uu-custom-post-feed,"Standalone plugin","shortcode + classic_widget_id","Legacy plugin",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
preaward.research.utah.edu,uu-email-signature-form,uu-email-signature-form,"Standalone plugin","shortcode/content marker","Legacy plugin",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
preaward.research.utah.edu,uu-housing-rate-calculator,uu-housing-rate-calculator,"Standalone plugin","shortcode/content marker","Legacy plugin","Capitol Reef",1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
preaward.research.utah.edu,uu-informatics-course-search,uu-informatics-course-search,"Standalone plugin","shortcode/content marker","Legacy plugin",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
preaward.research.utah.edu,uu-law-directory,uu-law-directory,"Standalone plugin","shortcode/content marker","Legacy plugin",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
preaward.research.utah.edu,uu-marquee-widget,uu-marquee-widget-classic,"Standalone/classic widget",classic_widget_id,"Classic widget usage","Capitol Reef | Zion",2,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
preaward.research.utah.edu,uu-pathify-login,uu-pathify-login,"Standalone plugin",shortcode,"Legacy plugin",Bryce,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
preaward.research.utah.edu,uu-physics-directory,uu-physics-directory,"Standalone plugin","shortcode/content marker","Legacy plugin",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
preaward.research.utah.edu,uu-unity-forms,uu-unity-forms,"Standalone plugin","page template","Legacy plugin",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
proveit.utah.edu,utah-banner-widget,utah-banner-widget,"Standalone/classic widget",classic_widget_id,"Legacy classic widget",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
proveit.utah.edu,utah-columns,utah-columns,"Standalone/classic widget",classic_widget_id,"Legacy classic widget",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
proveit.utah.edu,utah-simple-link-list,utah-simple-link-list,"Standalone/classic widget",classic_widget_id,"Legacy classic widget","Capitol Reef",1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
proveit.utah.edu,uu-available-technologies,uu-available-technologies,"Standalone plugin","shortcode + page slug","Legacy plugin",Bryce,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
proveit.utah.edu,uu-biology-directory,uu-biology-directory,"Standalone plugin","shortcode/content marker","Legacy plugin",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
proveit.utah.edu,uu-custom-post-feed,uu-custom-post-feed,"Standalone plugin","shortcode + classic_widget_id","Legacy plugin",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
proveit.utah.edu,uu-email-signature-form,uu-email-signature-form,"Standalone plugin","shortcode/content marker","Legacy plugin",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
proveit.utah.edu,uu-housing-rate-calculator,uu-housing-rate-calculator,"Standalone plugin","shortcode/content marker","Legacy plugin","Capitol Reef",1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
proveit.utah.edu,uu-informatics-course-search,uu-informatics-course-search,"Standalone plugin","shortcode/content marker","Legacy plugin",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
proveit.utah.edu,uu-law-directory,uu-law-directory,"Standalone plugin","shortcode/content marker","Legacy plugin",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
proveit.utah.edu,uu-marquee-widget,uu-marquee-widget-classic,"Standalone/classic widget",classic_widget_id,"Classic widget usage","Capitol Reef | Zion",2,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
proveit.utah.edu,uu-pathify-login,uu-pathify-login,"Standalone plugin",shortcode,"Legacy plugin",Bryce,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
proveit.utah.edu,uu-physics-directory,uu-physics-directory,"Standalone plugin","shortcode/content marker","Legacy plugin",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
proveit.utah.edu,uu-unity-forms,uu-unity-forms,"Standalone plugin","page template","Legacy plugin",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
quake.utah.edu,utah-banner-widget,utah-banner-widget,"Standalone/classic widget",classic_widget_id,"Legacy classic widget",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
quake.utah.edu,utah-columns,utah-columns,"Standalone/classic widget",classic_widget_id,"Legacy classic widget",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
quake.utah.edu,utah-simple-link-list,utah-simple-link-list,"Standalone/classic widget",classic_widget_id,"Legacy classic widget","Capitol Reef",1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
quake.utah.edu,uu-available-technologies,uu-available-technologies,"Standalone plugin","shortcode + page slug","Legacy plugin",Bryce,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
quake.utah.edu,uu-biology-directory,uu-biology-directory,"Standalone plugin","shortcode/content marker","Legacy plugin",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
quake.utah.edu,uu-custom-post-feed,uu-custom-post-feed,"Standalone plugin","shortcode + classic_widget_id","Legacy plugin",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
quake.utah.edu,uu-email-signature-form,uu-email-signature-form,"Standalone plugin","shortcode/content marker","Legacy plugin",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
quake.utah.edu,uu-housing-rate-calculator,uu-housing-rate-calculator,"Standalone plugin","shortcode/content marker","Legacy plugin","Capitol Reef",1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
quake.utah.edu,uu-informatics-course-search,uu-informatics-course-search,"Standalone plugin","shortcode/content marker","Legacy plugin",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
quake.utah.edu,uu-law-directory,uu-law-directory,"Standalone plugin","shortcode/content marker","Legacy plugin",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
quake.utah.edu,uu-marquee-widget,uu-marquee-widget-classic,"Standalone/classic widget",classic_widget_id,"Classic widget usage","Capitol Reef | Zion",2,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
quake.utah.edu,uu-pathify-login,uu-pathify-login,"Standalone plugin",shortcode,"Legacy plugin",Bryce,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
quake.utah.edu,uu-physics-directory,uu-physics-directory,"Standalone plugin","shortcode/content marker","Legacy plugin",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
quake.utah.edu,uu-unity-forms,uu-unity-forms,"Standalone plugin","page template","Legacy plugin",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
ramm2023.utah.edu,utah-banner-widget,utah-banner-widget,"Standalone/classic widget",classic_widget_id,"Legacy classic widget",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
ramm2023.utah.edu,utah-columns,utah-columns,"Standalone/classic widget",classic_widget_id,"Legacy classic widget",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
ramm2023.utah.edu,utah-simple-link-list,utah-simple-link-list,"Standalone/classic widget",classic_widget_id,"Legacy classic widget","Capitol Reef",1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
ramm2023.utah.edu,uu-available-technologies,uu-available-technologies,"Standalone plugin","shortcode + page slug","Legacy plugin",Bryce,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
ramm2023.utah.edu,uu-biology-directory,uu-biology-directory,"Standalone plugin","shortcode/content marker","Legacy plugin",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
ramm2023.utah.edu,uu-custom-post-feed,uu-custom-post-feed,"Standalone plugin","shortcode + classic_widget_id","Legacy plugin",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
ramm2023.utah.edu,uu-email-signature-form,uu-email-signature-form,"Standalone plugin","shortcode/content marker","Legacy plugin",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
ramm2023.utah.edu,uu-housing-rate-calculator,uu-housing-rate-calculator,"Standalone plugin","shortcode/content marker","Legacy plugin","Capitol Reef",1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
ramm2023.utah.edu,uu-informatics-course-search,uu-informatics-course-search,"Standalone plugin","shortcode/content marker","Legacy plugin",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
ramm2023.utah.edu,uu-law-directory,uu-law-directory,"Standalone plugin","shortcode/content marker","Legacy plugin",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
ramm2023.utah.edu,uu-marquee-widget,uu-marquee-widget-classic,"Standalone/classic widget",classic_widget_id,"Classic widget usage","Capitol Reef | Zion",2,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
ramm2023.utah.edu,uu-pathify-login,uu-pathify-login,"Standalone plugin",shortcode,"Legacy plugin",Bryce,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
ramm2023.utah.edu,uu-physics-directory,uu-physics-directory,"Standalone plugin","shortcode/content marker","Legacy plugin",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
ramm2023.utah.edu,uu-unity-forms,uu-unity-forms,"Standalone plugin","page template","Legacy plugin",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
